Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
2016-01-19,7:30 pm,Milwaukee Bucks,91,Miami Heat,79,Box Score,,19886,
2016-01-19,8:00 pm,Minnesota Timberwolves,99,New Orleans Pelicans,114,Box Score,,14255,
2016-01-19,9:00 pm,Indiana Pacers,97,Phoenix Suns,94,Box Score,,16802,
2016-01-20,7:30 pm,Cleveland Cavaliers,91,Brooklyn Nets,78,Box Score,,17732,
2016-01-20,8:00 pm,Golden State Warriors,125,Chicago Bulls,94,Box Score,,23152,
2016-01-20,8:30 pm,Minnesota Timberwolves,94,Dallas Mavericks,106,Box Score,OT,19621,
2016-01-20,8:00 pm,Detroit Pistons,123,Houston Rockets,114,Box Score,,17203,
2016-01-20,10:30 pm,Sacramento Kings,112,Los Angeles Lakers,93,Box Score,,18997,
2016-01-20,7:30 pm,Utah Jazz,111,New York Knicks,118,Box Score,OT,19812,
2016-01-20,8:00 pm,Charlotte Hornets,95,Oklahoma City Thunder,109,Box Score,,18203,
2016-01-20,7:00 pm,Philadelphia 76ers,96,Orlando Magic,87,Box Score,,17746,
2016-01-20,10:30 pm,Atlanta Hawks,104,Portland Trail Blazers,98,Box Score,,18783,
2016-01-20,7:30 pm,Boston Celtics,109,Toronto Raptors,115,Box Score,,19800,
2016-01-20,7:00 pm,Miami Heat,87,Washington Wizards,106,Box Score,,17008,
2016-01-21,8:00 pm,Los Angeles Clippers,102,Cleveland Cavaliers,115,Box Score,,20562,
2016-01-21,9:00 pm,Memphis Grizzlies,102,Denver Nuggets,101,Box Score,,16140,
2016-01-21,8:00 pm,Detroit Pistons,99,New Orleans Pelicans,115,Box Score,,15281,
2016-01-21,10:30 pm,San Antonio Spurs,117,Phoenix Suns,89,Box Score,,16779,
2016-01-21,10:00 pm,Atlanta Hawks,88,Sacramento Kings,91,Box Score,,17019,
2016-01-22,7:30 pm,Chicago Bulls,101,Boston Celtics,110,Box Score,,18624,
2016-01-22,7:30 pm,Utah Jazz,108,Brooklyn Nets,86,Box Score,,12809,
2016-01-22,8:30 pm,Oklahoma City Thunder,109,Dallas Mavericks,106,Box Score,,20284,
2016-01-22,10:30 pm,Indiana Pacers,110,Golden State Warriors,122,Box Score,,19596,
2016-01-22,8:00 pm,Milwaukee Bucks,98,Houston Rockets,102,Box Score,,17196,
2016-01-22,10:30 pm,San Antonio Spurs,108,Los Angeles Lakers,95,Box Score,,18997,
2016-01-22,7:30 pm,Los Angeles Clippers,116,New York Knicks,88,Box Score,,19812,
2016-01-22,7:00 pm,Charlotte Hornets,120,Orlando Magic,116,Box Score,OT,18083,
2016-01-22,8:00 pm,Miami Heat,81,Toronto Raptors,101,Box Score,,19800,
2016-01-23,7:00 pm,New York Knicks,84,Charlotte Hornets,97,Box Score,,17768,
2016-01-23,8:30 pm,Chicago Bulls,96,Cleveland Cavaliers,83,Box Score,,20562,
2016-01-23,9:30 pm,Detroit Pistons,101,Denver Nuggets,104,Box Score,,14646,
2016-01-23,8:00 pm,Memphis Grizzlies,101,Minnesota Timberwolves,106,Box Score,,15608,
2016-01-23,7:00 pm,Milwaukee Bucks,99,New Orleans Pelicans,116,Box Score,,16980,
2016-01-23,9:00 pm,Atlanta Hawks,95,Phoenix Suns,98,Box Score,,17034,
2016-01-23,10:30 pm,Los Angeles Lakers,103,Portland Trail Blazers,121,Box Score,,19728,
2016-01-23,10:30 pm,Indiana Pacers,97,Sacramento Kings,108,Box Score,,17419,
2016-01-24,7:30 pm,Oklahoma City Thunder,106,Brooklyn Nets,116,Box Score,,16019,
2016-01-24,3:30 pm,Dallas Mavericks,104,Houston Rockets,115,Box Score,,18142,
2016-01-24,7:00 pm,Boston Celtics,112,Philadelphia 76ers,92,Box Score,,9722,
2016-01-24,6:00 pm,Los Angeles Clippers,94,Toronto Raptors,112,Box Score,,19800,
2016-01-25,9:00 pm,Atlanta Hawks,119,Denver Nuggets,105,Box Score,,10280,
2016-01-25,7:00 pm,Minnesota Timberwolves,107,Cleveland Cavaliers,114,Box Score,,20562,
2016-01-25,8:00 pm,Miami Heat,89,Chicago Bulls,84,Box Score,,21720,
2016-01-25,10:30 pm,San Antonio Spurs,90,Golden State Warriors,120,Box Score,,19596,
2016-01-25,8:00 pm,Orlando Magic,102,Memphis Grizzlies,108,Box Score,OT,15779,
2016-01-25,8:00 pm,Houston Rockets,112,New Orleans Pelicans,111,Box Score,,15688,
2016-01-25,9:00 pm,Detroit Pistons,95,Utah Jazz,92,Box Score,,18783,
2016-01-25,10:00 pm,Charlotte Hornets,129,Sacramento Kings,128,Box Score,2OT,16991,
2016-01-25,7:00 pm,Boston Celtics,116,Washington Wizards,91,Box Score,,11753,
2016-01-26,7:30 pm,Miami Heat,102,Brooklyn Nets,98,Box Score,,15267,
2016-01-26,7:00 pm,Los Angeles Clippers,91,Indiana Pacers,89,Box Score,,15448,
2016-01-26,10:30 pm,Dallas Mavericks,92,Los Angeles Lakers,90,Box Score,,18997,
2016-01-26,8:00 pm,Orlando Magic,100,Milwaukee Bucks,107,Box Score,,11884,
2016-01-26,7:30 pm,Oklahoma City Thunder,128,New York Knicks,122,Box Score,OT,19812,
2016-01-26,7:00 pm,Phoenix Suns,103,Philadelphia 76ers,113,Box Score,,10851,
2016-01-26,10:00 pm,Sacramento Kings,97,Portland Trail Blazers,112,Box Score,,19393,
2016-01-26,7:30 pm,Washington Wizards,89,Toronto Raptors,106,Box Score,,19800,
2016-01-27,7:30 pm,Denver Nuggets,103,Boston Celtics,111,Box Score,,18108,
2016-01-27,8:00 pm,Los Angeles Clippers,85,Atlanta Hawks,83,Box Score,,17664,
2016-01-27,7:00 pm,Phoenix Suns,93,Cleveland Cavaliers,115,Box Score,,20562,
2016-01-27,7:30 pm,Philadelphia 76ers,97,Detroit Pistons,110,Box Score,,13712,
2016-01-27,10:30 pm,Dallas Mavericks,107,Golden State Warriors,127,Box Score,,19596,
2016-01-27,8:00 pm,Oklahoma City Thunder,126,Minnesota Timberwolves,123,Box Score,,13337,
2016-01-27,9:00 pm,Charlotte Hornets,73,Utah Jazz,102,Box Score,,16683,
2016-01-27,8:00 pm,Houston Rockets,99,San Antonio Spurs,130,Box Score,,18418,
2016-01-28,7:00 pm,Atlanta Hawks,92,Indiana Pacers,111,Box Score,,15196,
2016-01-28,10:30 pm,Chicago Bulls,114,Los Angeles Lakers,91,Box Score,,18997,
2016-01-28,8:00 pm,Milwaukee Bucks,83,Memphis Grizzlies,103,Box Score,,15244,
2016-01-28,8:00 pm,Sacramento Kings,105,New Orleans Pelicans,114,Box Score,,15636,
2016-01-28,8:00 pm,New York Knicks,93,Toronto Raptors,103,Box Score,,19800,
2016-01-28,7:00 pm,Denver Nuggets,117,Washington Wizards,113,Box Score,,15146,
2016-01-29,7:30 pm,Orlando Magic,94,Boston Celtics,113,Box Score,,17729,
2016-01-29,8:30 pm,Brooklyn Nets,79,Dallas Mavericks,91,Box Score,,20409,
2016-01-29,7:30 pm,Cleveland Cavaliers,114,Detroit Pistons,106,Box Score,,21012,
2016-01-29,10:30 pm,Los Angeles Lakers,93,Los Angeles Clippers,105,Box Score,,19495,
2016-01-29,8:00 pm,Miami Heat,107,Milwaukee Bucks,103,Box Score,,17846,
2016-01-29,7:30 pm,Phoenix Suns,84,New York Knicks,102,Box Score,,19812,
2016-01-29,8:00 pm,Houston Rockets,108,Oklahoma City Thunder,116,Box Score,,18203,
2016-01-29,10:00 pm,Charlotte Hornets,91,Portland Trail Blazers,109,Box Score,,19393,
2016-01-29,9:00 pm,Minnesota Timberwolves,90,Utah Jazz,103,Box Score,,18850,
2016-01-30,8:30 pm,San Antonio Spurs,103,Cleveland Cavaliers,117,Box Score,,20562,
2016-01-30,8:00 pm,Washington Wizards,123,Houston Rockets,122,Box Score,,18320,
2016-01-30,7:00 pm,Denver Nuggets,105,Indiana Pacers,109,Box Score,OT,18165,
2016-01-30,8:00 pm,Sacramento Kings,117,Memphis Grizzlies,121,Box Score,,18119,
2016-01-30,7:00 pm,Brooklyn Nets,103,New Orleans Pelicans,105,Box Score,,18037,
2016-01-30,5:00 pm,Golden State Warriors,108,Philadelphia 76ers,105,Box Score,,20798,
2016-01-30,6:30 pm,Detroit Pistons,107,Toronto Raptors,111,Box Score,,19800,
2016-01-31,7:00 pm,Phoenix Suns,78,Dallas Mavericks,91,Box Score,,20137,
2016-01-31,3:30 pm,Chicago Bulls,93,Los Angeles Clippers,120,Box Score,,19325,
2016-01-31,9:30 pm,Charlotte Hornets,101,Los Angeles Lakers,82,Box Score,,18997,
2016-01-31,6:00 pm,Atlanta Hawks,87,Miami Heat,105,Box Score,,19937,
2016-01-31,7:30 pm,Golden State Warriors,116,New York Knicks,95,Box Score,,19812,
2016-01-31,6:00 pm,Boston Celtics,114,Orlando Magic,119,Box Score,,18846,
2016-01-31,9:00 pm,Minnesota Timberwolves,93,Portland Trail Blazers,96,Box Score,,19393,
2016-02-01,7:30 pm,Detroit Pistons,105,Brooklyn Nets,100,Box Score,,13290,
2016-02-01,9:00 pm,Toronto Raptors,93,Denver Nuggets,112,Box Score,,10007,
2016-02-01,7:00 pm,Cleveland Cavaliers,111,Indiana Pacers,106,Box Score,OT,17283,
2016-02-01,8:00 pm,Dallas Mavericks,97,Atlanta Hawks,112,Box Score,,15455,
2016-02-01,8:00 pm,Memphis Grizzlies,110,New Orleans Pelicans,95,Box Score,,15210,
2016-02-01,9:00 pm,Chicago Bulls,96,Utah Jazz,105,Box Score,OT,18811,
2016-02-01,8:00 pm,Washington Wizards,98,Oklahoma City Thunder,114,Box Score,,18203,
2016-02-01,10:00 pm,Milwaukee Bucks,104,Sacramento Kings,111,Box Score,,16827,
2016-02-01,8:30 pm,Orlando Magic,92,San Antonio Spurs,107,Box Score,,18418,
2016-02-02,8:00 pm,Miami Heat,102,Houston Rockets,115,Box Score,,18229,
2016-02-02,10:30 pm,Minnesota Timberwolves,115,Los Angeles Lakers,119,Box Score,,18997,
2016-02-02,7:30 pm,Boston Celtics,97,New York Knicks,89,Box Score,,19812,
2016-02-02,9:00 pm,Toronto Raptors,104,Phoenix Suns,97,Box Score,,15897,
2016-02-02,10:00 pm,Milwaukee Bucks,95,Portland Trail Blazers,107,Box Score,,18306,
2016-02-03,9:00 pm,Denver Nuggets,81,Utah Jazz,85,Box Score,,19461,
2016-02-03,8:30 pm,New Orleans Pelicans,97,San Antonio Spurs,110,Box Score,,18418,
2016-02-03,7:00 pm,Cleveland Cavaliers,97,Charlotte Hornets,106,Box Score,,19189,
2016-02-03,8:30 pm,Miami Heat,93,Dallas Mavericks,90,Box Score,,20385,
2016-02-03,8:00 pm,Golden State Warriors,134,Washington Wizards,121,Box Score,,20356,
2016-02-03,10:30 pm,Minnesota Timberwolves,108,Los Angeles Clippers,102,Box Score,,19060,
2016-02-03,7:00 pm,Atlanta Hawks,124,Philadelphia 76ers,86,Box Score,,10429,
2016-02-03,10:00 pm,Chicago Bulls,107,Sacramento Kings,102,Box Score,,17317,
2016-02-03,8:00 pm,Orlando Magic,114,Oklahoma City Thunder,117,Box Score,,18203,
2016-02-03,7:30 pm,Indiana Pacers,114,Brooklyn Nets,100,Box Score,,13311,
2016-02-03,7:30 pm,Detroit Pistons,95,Boston Celtics,102,Box Score,,17297,
2016-02-04,7:00 pm,New York Knicks,105,Detroit Pistons,111,Box Score,,17095,
2016-02-04,9:30 pm,Los Angeles Lakers,99,New Orleans Pelicans,96,Box Score,,18420,
2016-02-04,9:00 pm,Houston Rockets,111,Phoenix Suns,105,Box Score,,15723,
2016-02-04,10:00 pm,Toronto Raptors,110,Portland Trail Blazers,103,Box Score,,19393,
2016-02-05,7:00 pm,Philadelphia 76ers,94,Washington Wizards,106,Box Score,,17305,
2016-02-05,7:30 pm,Sacramento Kings,119,Brooklyn Nets,128,Box Score,,14432,
2016-02-05,7:00 pm,Miami Heat,98,Charlotte Hornets,95,Box Score,,19147,
2016-02-05,7:30 pm,Boston Celtics,104,Cleveland Cavaliers,103,Box Score,,20562,
2016-02-05,9:00 pm,Milwaukee Bucks,81,Utah Jazz,84,Box Score,,19911,
2016-02-05,9:00 pm,Chicago Bulls,110,Denver Nuggets,115,Box Score,,19155,
2016-02-05,7:30 pm,Memphis Grizzlies,91,New York Knicks,85,Box Score,,19812,
2016-02-05,7:00 pm,Los Angeles Clippers,107,Orlando Magic,93,Box Score,,16647,
2016-02-05,9:30 pm,San Antonio Spurs,116,Dallas Mavericks,90,Box Score,,20404,
2016-02-05,7:00 pm,Indiana Pacers,96,Atlanta Hawks,102,Box Score,,17225,
2016-02-06,7:00 pm,Washington Wizards,104,Charlotte Hornets,108,Box Score,,18450,
2016-02-06,7:30 pm,New Orleans Pelicans,84,Cleveland Cavaliers,99,Box Score,,20562,
2016-02-06,9:00 pm,Oklahoma City Thunder,108,Golden State Warriors,116,Box Score,,19596,
2016-02-06,5:00 pm,Portland Trail Blazers,96,Houston Rockets,79,Box Score,,18308,
2016-02-06,7:00 pm,Detroit Pistons,104,Indiana Pacers,112,Box Score,,18165,
2016-02-06,8:00 pm,Dallas Mavericks,114,Memphis Grizzlies,110,Box Score,OT,18119,
2016-02-06,8:00 pm,Chicago Bulls,105,Minnesota Timberwolves,112,Box Score,,17876,
2016-02-06,7:30 pm,Brooklyn Nets,98,Philadelphia 76ers,103,Box Score,,18847,
2016-02-06,9:00 pm,Utah Jazz,98,Phoenix Suns,89,Box Score,,16180,
2016-02-06,8:30 pm,Los Angeles Lakers,102,San Antonio Spurs,106,Box Score,,18418,
2016-02-07,1:00 pm,Sacramento Kings,119,Boston Celtics,128,Box Score,,18624,
2016-02-07,2:00 pm,Los Angeles Clippers,100,Miami Heat,93,Box Score,,19624,
2016-02-07,1:00 pm,Denver Nuggets,101,New York Knicks,96,Box Score,,19812,
2016-02-07,1:00 pm,Atlanta Hawks,94,Orlando Magic,96,Box Score,,16021,
2016-02-08,8:00 pm,Orlando Magic,117,Atlanta Hawks,110,Box Score,OT,13057,
2016-02-08,7:30 pm,Denver Nuggets,104,Brooklyn Nets,105,Box Score,,13043,
2016-02-08,7:00 pm,Chicago Bulls,91,Charlotte Hornets,108,Box Score,,15886,
2016-02-08,7:00 pm,Sacramento Kings,100,Cleveland Cavaliers,120,Box Score,,20562,
2016-02-08,7:30 pm,Toronto Raptors,103,Detroit Pistons,89,Box Score,,14103,
2016-02-08,7:00 pm,Los Angeles Lakers,87,Indiana Pacers,89,Box Score,,18165,
2016-02-08,8:00 pm,Portland Trail Blazers,112,Memphis Grizzlies,106,Box Score,OT,15892,
2016-02-08,8:00 pm,New Orleans Pelicans,116,Minnesota Timberwolves,102,Box Score,,11926,
2016-02-08,7:00 pm,Los Angeles Clippers,98,Philadelphia 76ers,92,Box Score,OT,13310,
2016-02-08,9:00 pm,Oklahoma City Thunder,122,Phoenix Suns,106,Box Score,,16316,
2016-02-09,8:30 pm,Utah Jazz,121,Dallas Mavericks,119,Box Score,OT,19394,
2016-02-09,10:30 pm,Houston Rockets,110,Golden State Warriors,123,Box Score,,19596,
2016-02-09,8:00 pm,San Antonio Spurs,119,Miami Heat,101,Box Score,,19723,
2016-02-09,8:00 pm,Boston Celtics,111,Milwaukee Bucks,112,Box Score,,13215,
2016-02-09,8:00 pm,Washington Wizards,111,New York Knicks,108,Box Score,,19812,
2016-02-10,8:00 pm,Utah Jazz,96,New Orleans Pelicans,100,Box Score,,15256,
2016-02-10,8:00 pm,Toronto Raptors,112,Minnesota Timberwolves,117,Box Score,,11171,
2016-02-10,7:30 pm,Denver Nuggets,103,Detroit Pistons,92,Box Score,,19971,
2016-02-10,7:30 pm,Los Angeles Clippers,134,Boston Celtics,139,Box Score,OT,18186,
2016-02-10,7:00 pm,San Antonio Spurs,98,Orlando Magic,96,Box Score,,17467,
2016-02-10,7:30 pm,Memphis Grizzlies,109,Brooklyn Nets,90,Box Score,,14262,
2016-02-10,7:00 pm,Sacramento Kings,114,Philadelphia 76ers,110,Box Score,,12501,
2016-02-10,9:00 pm,Golden State Warriors,112,Phoenix Suns,104,Box Score,,18055,
2016-02-10,7:00 pm,Charlotte Hornets,117,Indiana Pacers,95,Box Score,,15653,
2016-02-10,8:00 pm,Los Angeles Lakers,111,Cleveland Cavaliers,120,Box Score,,20562,
2016-02-10,8:00 pm,Atlanta Hawks,113,Chicago Bulls,90,Box Score,,21709,
2016-02-10,10:30 pm,Houston Rockets,103,Portland Trail Blazers,116,Box Score,,19393,
2016-02-11,8:00 pm,Washington Wizards,92,Milwaukee Bucks,99,Box Score,,14172,
2016-02-11,8:00 pm,New Orleans Pelicans,95,Oklahoma City Thunder,121,Box Score,,18203,
2016-02-18,8:00 pm,Chicago Bulls,95,Cleveland Cavaliers,106,Box Score,,20562,
2016-02-18,10:30 pm,San Antonio Spurs,86,Los Angeles Clippers,105,Box Score,,19410,
2016-02-18,7:00 pm,Utah Jazz,89,Washington Wizards,103,Box Score,,12415,
2016-02-19,8:00 pm,Minnesota Timberwolves,104,Memphis Grizzlies,109,Box Score,,18119,
2016-02-19,8:00 pm,Charlotte Hornets,98,Milwaukee Bucks,95,Box Score,,16370,
2016-02-19,8:00 pm,Philadelphia 76ers,114,New Orleans Pelicans,121,Box Score,,16953,
2016-02-19,8:00 pm,Miami Heat,115,Atlanta Hawks,111,Box Score,,19043,
2016-02-19,7:30 pm,New York Knicks,98,Brooklyn Nets,109,Box Score,,17732,
2016-02-19,8:00 pm,Toronto Raptors,106,Chicago Bulls,116,Box Score,,21849,
2016-02-19,10:30 pm,San Antonio Spurs,119,Los Angeles Lakers,113,Box Score,,18997,
2016-02-19,10:00 pm,Golden State Warriors,105,Portland Trail Blazers,137,Box Score,,20100,
2016-02-19,10:00 pm,Denver Nuggets,110,Sacramento Kings,116,Box Score,,17317,
2016-02-19,10:30 pm,Boston Celtics,93,Utah Jazz,111,Box Score,,19911,
2016-02-19,7:00 pm,Detroit Pistons,86,Washington Wizards,98,Box Score,,20356,
2016-02-19,8:00 pm,Indiana Pacers,101,Oklahoma City Thunder,98,Box Score,,18203,
2016-02-19,7:00 pm,Dallas Mavericks,104,Orlando Magic,110,Box Score,OT,17764,
2016-02-19,9:30 pm,Houston Rockets,116,Phoenix Suns,100,Box Score,,17102,
2016-02-20,8:30 pm,Golden State Warriors,115,Los Angeles Clippers,112,Box Score,,19585,
2016-02-20,7:30 pm,Milwaukee Bucks,117,Atlanta Hawks,109,Box Score,2OT,18653,
2016-02-20,8:00 pm,New York Knicks,103,Minnesota Timberwolves,95,Box Score,,16663,
2016-02-20,7:30 pm,Washington Wizards,94,Miami Heat,114,Box Score,,19710,
2016-02-21,5:00 pm,Boston Celtics,121,Denver Nuggets,101,Box Score,,16065,
2016-02-21,3:30 pm,New Orleans Pelicans,111,Detroit Pistons,106,Box Score,,17886,
2016-02-21,3:30 pm,Cleveland Cavaliers,115,Oklahoma City Thunder,92,Box Score,,18203,
2016-02-21,6:00 pm,Indiana Pacers,105,Orlando Magic,102,Box Score,,17242,
2016-02-21,5:00 pm,San Antonio Spurs,118,Phoenix Suns,111,Box Score,,16224,
2016-02-21,9:00 pm,Utah Jazz,111,Portland Trail Blazers,115,Box Score,,19470,
2016-02-21,6:00 pm,Charlotte Hornets,104,Brooklyn Nets,96,Box Score,,16155,
2016-02-21,8:00 pm,Los Angeles Lakers,115,Chicago Bulls,126,Box Score,,23143,
2016-02-21,7:00 pm,Philadelphia 76ers,103,Dallas Mavericks,129,Box Score,,20194,
2016-02-21,6:00 pm,Memphis Grizzlies,85,Toronto Raptors,98,Box Score,,19800,
2016-02-22,8:00 pm,Boston Celtics,122,Minnesota Timberwolves,124,Box Score,,11639,
2016-02-22,8:00 pm,Los Angeles Lakers,101,Milwaukee Bucks,108,Box Score,,18717,
2016-02-22,7:30 pm,Toronto Raptors,122,New York Knicks,95,Box Score,,19812,
2016-02-22,10:30 pm,Phoenix Suns,84,Los Angeles Clippers,124,Box Score,,19060,
2016-02-22,8:00 pm,Golden State Warriors,102,Atlanta Hawks,92,Box Score,,19330,
2016-02-22,7:30 pm,Indiana Pacers,93,Miami Heat,101,Box Score,OT,19600,
2016-02-22,7:00 pm,Detroit Pistons,96,Cleveland Cavaliers,88,Box Score,,20562,
2016-02-23,9:00 pm,Sacramento Kings,114,Denver Nuggets,110,Box Score,,15721,
2016-02-23,7:00 pm,Orlando Magic,124,Philadelphia 76ers,115,Box Score,,13745,
2016-02-23,10:00 pm,Brooklyn Nets,104,Portland Trail Blazers,112,Box Score,,19393,
2016-02-23,9:00 pm,Houston Rockets,114,Utah Jazz,117,Box Score,OT,18132,
2016-02-23,7:00 pm,New Orleans Pelicans,89,Washington Wizards,109,Box Score,,15743,
2016-02-24,7:00 pm,New York Knicks,105,Indiana Pacers,108,Box Score,,16018,
2016-02-24,7:00 pm,Charlotte Hornets,103,Cleveland Cavaliers,114,Box Score,,20562,
2016-02-24,8:30 pm,Oklahoma City Thunder,116,Dallas Mavericks,103,Box Score,,19805,
2016-02-24,7:30 pm,Philadelphia 76ers,91,Detroit Pistons,111,Box Score,,13429,
2016-02-24,8:00 pm,Washington Wizards,104,Chicago Bulls,109,Box Score,,21560,
2016-02-24,10:30 pm,Denver Nuggets,87,Los Angeles Clippers,81,Box Score,,19060,
2016-02-24,8:00 pm,Los Angeles Lakers,119,Memphis Grizzlies,128,Box Score,,18119,
2016-02-24,7:30 pm,Golden State Warriors,118,Miami Heat,112,Box Score,,19899,
2016-02-24,7:30 pm,Minnesota Timberwolves,105,Toronto Raptors,114,Box Score,,19800,
2016-02-24,10:30 pm,San Antonio Spurs,108,Sacramento Kings,92,Box Score,,17317,
2016-02-25,7:30 pm,Milwaukee Bucks,107,Boston Celtics,112,Box Score,,18157,
2016-02-25,8:00 pm,Oklahoma City Thunder,119,New Orleans Pelicans,123,Box Score,,16974,
2016-02-25,7:00 pm,Golden State Warriors,130,Orlando Magic,114,Box Score,,19189,
2016-02-25,9:00 pm,Brooklyn Nets,116,Phoenix Suns,106,Box Score,,16145,
2016-02-25,10:30 pm,Houston Rockets,119,Portland Trail Blazers,105,Box Score,,19393,
2016-02-25,10:30 pm,San Antonio Spurs,96,Utah Jazz,78,Box Score,,19911,
2016-02-26,10:30 pm,Memphis Grizzlies,112,Los Angeles Lakers,95,Box Score,,18997,
2016-02-26,7:00 pm,Charlotte Hornets,96,Indiana Pacers,95,Box Score,,18165,
2016-02-26,8:00 pm,Chicago Bulls,88,Atlanta Hawks,103,Box Score,,18123,
2016-02-26,8:30 pm,Denver Nuggets,116,Dallas Mavericks,122,Box Score,OT,20298,
2016-02-26,7:30 pm,Cleveland Cavaliers,97,Toronto Raptors,99,Box Score,,19800,
2016-02-26,7:30 pm,Orlando Magic,95,New York Knicks,108,Box Score,,19812,
2016-02-26,7:00 pm,Washington Wizards,103,Philadelphia 76ers,94,Box Score,,16511,
2016-02-26,10:00 pm,Los Angeles Clippers,117,Sacramento Kings,107,Box Score,,17317,
2016-02-27,3:00 pm,Miami Heat,89,Boston Celtics,101,Box Score,,18624,
2016-02-27,8:00 pm,Portland Trail Blazers,103,Chicago Bulls,95,Box Score,,21962,
2016-02-27,8:00 pm,San Antonio Spurs,104,Houston Rockets,94,Box Score,,18240,
2016-02-27,8:30 pm,Detroit Pistons,102,Milwaukee Bucks,91,Box Score,,17165,
2016-02-27,7:00 pm,Minnesota Timberwolves,112,New Orleans Pelicans,110,Box Score,,17338,
2016-02-27,8:30 pm,Golden State Warriors,121,Oklahoma City Thunder,118,Box Score,OT,18203,
2016-02-27,9:30 pm,Memphis Grizzlies,106,Phoenix Suns,111,Box Score,,17101,
2016-02-27,9:30 pm,Brooklyn Nets,98,Utah Jazz,96,Box Score,,18863,
2016-02-28,6:00 pm,Philadelphia 76ers,116,Orlando Magic,130,Box Score,,16168,
2016-02-28,1:00 pm,Cleveland Cavaliers,99,Washington Wizards,113,Box Score,,20356,
2016-02-28,6:00 pm,Toronto Raptors,101,Detroit Pistons,114,Box Score,,17201,
2016-02-28,3:30 pm,Charlotte Hornets,76,Atlanta Hawks,87,Box Score,,17156,
2016-02-28,7:30 pm,Miami Heat,98,New York Knicks,81,Box Score,,19812,
2016-02-28,7:00 pm,Minnesota Timberwolves,101,Dallas Mavericks,128,Box Score,,20289,
2016-02-28,6:00 pm,Portland Trail Blazers,111,Indiana Pacers,102,Box Score,,16662,
2016-02-29,7:30 pm,Utah Jazz,95,Boston Celtics,100,Box Score,,17680,
2016-02-29,7:00 pm,Indiana Pacers,96,Cleveland Cavaliers,100,Box Score,,20562,
2016-02-29,9:00 pm,Memphis Grizzlies,103,Denver Nuggets,96,Box Score,,10324,
2016-02-29,10:30 pm,Brooklyn Nets,95,Los Angeles Clippers,105,Box Score,,19060,
2016-02-29,8:00 pm,Houston Rockets,121,Milwaukee Bucks,128,Box Score,,13214,
2016-02-29,10:00 pm,Oklahoma City Thunder,131,Sacramento Kings,116,Box Score,,17317,
2016-02-29,7:00 pm,Philadelphia 76ers,108,Washington Wizards,116,Box Score,,15096,
2016-03-01,7:00 pm,Phoenix Suns,92,Charlotte Hornets,126,Box Score,,16849,
2016-03-01,8:30 pm,Orlando Magic,108,Dallas Mavericks,121,Box Score,,19546,
2016-03-01,10:30 pm,Atlanta Hawks,105,Golden State Warriors,109,Box Score,OT,19596,
2016-03-01,10:30 pm,Brooklyn Nets,101,Los Angeles Lakers,107,Box Score,,18997,
2016-03-01,7:30 pm,Chicago Bulls,111,Miami Heat,129,Box Score,,19654,
2016-03-01,7:30 pm,Portland Trail Blazers,104,New York Knicks,85,Box Score,,19812,
2016-03-02,7:00 pm,Chicago Bulls,89,Orlando Magic,102,Box Score,,16072,
2016-03-02,8:00 pm,Washington Wizards,104,Minnesota Timberwolves,98,Box Score,,11307,
2016-03-02,8:00 pm,Sacramento Kings,98,Memphis Grizzlies,104,Box Score,,15310,
2016-03-02,7:30 pm,Portland Trail Blazers,93,Boston Celtics,116,Box Score,,18624,
2016-03-02,7:00 pm,Charlotte Hornets,119,Philadelphia 76ers,99,Box Score,,11143,
2016-03-02,9:00 pm,Los Angeles Lakers,107,Denver Nuggets,117,Box Score,,20096,
2016-03-02,8:00 pm,Detroit Pistons,81,San Antonio Spurs,97,Box Score,,18418,
2016-03-02,7:30 pm,Utah Jazz,94,Toronto Raptors,104,Box Score,,19800,
2016-03-02,8:00 pm,Indiana Pacers,104,Milwaukee Bucks,99,Box Score,,14263,
2016-03-02,10:30 pm,Oklahoma City Thunder,98,Los Angeles Clippers,103,Box Score,,19304,
2016-03-02,8:00 pm,New Orleans Pelicans,95,Houston Rockets,100,Box Score,,18226,
2016-03-03,7:30 pm,Phoenix Suns,92,Miami Heat,108,Box Score,,19600,
2016-03-03,8:00 pm,San Antonio Spurs,94,New Orleans Pelicans,86,Box Score,,17781,
2016-03-03,8:30 pm,Sacramento Kings,104,Dallas Mavericks,101,Box Score,,19910,
2016-03-03,10:30 pm,Oklahoma City Thunder,106,Golden State Warriors,121,Box Score,,19596,
2016-03-04,8:00 pm,Washington Wizards,83,Cleveland Cavaliers,108,Box Score,,20562,
2016-03-04,7:00 pm,Indiana Pacers,101,Charlotte Hornets,108,Box Score,,19099,
2016-03-04,7:30 pm,New York Knicks,104,Boston Celtics,105,Box Score,,18624,
2016-03-04,9:00 pm,Brooklyn Nets,121,Denver Nuggets,120,Box Score,OT,14163,
2016-03-04,10:30 pm,Atlanta Hawks,106,Los Angeles Lakers,77,Box Score,,18997,
2016-03-04,8:00 pm,Utah Jazz,88,Memphis Grizzlies,94,Box Score,,17188,
2016-03-04,8:00 pm,Minnesota Timberwolves,101,Milwaukee Bucks,116,Box Score,,16366,
2016-03-04,7:30 pm,Portland Trail Blazers,115,Toronto Raptors,117,Box Score,,19800,
